NCGC00254346-01,CC(C)=CCC\C(C)=C/CO
NCGC00257809-01,COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)C=CC=C2)=N1
NCGC00254281-01,CC1=CC(O)=C(C)C=C1
NCGC00258638-01,CCCC(=O)OC(=O)CCC
NCGC00254850-01,CC(OC(C)=O)C1=CC=CC=C1
NCGC00164541-03,NC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
NCGC00259977-01,C[Si](C)(C)N[Si](C)(C)C
NCGC00259417-01,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O
NCGC00259127-01,ClC1=NC(Cl)=C(Cl)C(Cl)=C1Cl
NCGC00258376-01,C[N+]([O-])=O
NCGC00263961-02,O.O.O.[Na+].[Na+].[H][C@@]2(NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(=O)N3C(C([O-])=O)=C(CSC4=NC(=O)C([O-])=NN4C)CS[C@]23[H]
NCGC00260030-01,CC#N
NCGC00257988-01,CCOC(=O)CC#N
NCGC00095176-08,NC(=O)CS(=O)C(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00259645-01,CC(=O)C(O)=O
NCGC00259277-01,CC(=C)C1CC=C(C)C(C1)OC(C)=O
NCGC00255108-01,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C
NCGC00259218-01,N#CC1=CN=CC=C1
NCGC00258667-01,CC1=CC=C(O)C=C1
NCGC00256687-01,CCC(=O)C(=O)CC
NCGC00255517-01,CC1=CC(Cl)=C(N)C(C)=C1
NCGC00258645-01,CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
NCGC00254444-01,ClC1=NC(Cl)=C(Cl)C(Cl)=C1Cl
NCGC00260342-01,COC1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)C(C)(C)C
NCGC00257087-01,CC(C)(C#N)\N=N\C(C)(C)C#N
NCGC00274061-01,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC[C@@]45O[C@@H]4C(O)=C(C[C@]35C)C#N
NCGC00257959-01,C1CSCCS1
NCGC00258908-01,COC1=C(Cl)C=CC(Cl)=C1C(O)=O
NCGC00256009-01,CC(COC(C)=O)OC(C)=O
NCGC00259635-01,CCNCC(C)=C
NCGC00256243-01,[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C3=C(C=C1)C=C(C=C3O)S([O-])(=O)=O
NCGC00256499-01,CC1=C(O)C=CC(Cl)=C1
NCGC00254639-01,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1
NCGC00262907-01,CCOCCN1C(=NC2=CC=CC=C12)C3CCN(CCC4=CC=C(C=C4)C(C)(C)C(O)=O)CC3
NCGC00257444-01,CC(=C)OC(C)=O
NCGC00260315-01,CCCCCCCCCCCCCCCC(=O)OC
NCGC00259078-01,CC(C)CCCCCCC1=CC=C(O)C=C1
NCGC00256194-01,CCCC(=O)C1=CC=CC=C1
NCGC00016098-11,CC1=CC=CC(C)=C1NC2=NCCCS2
NCGC00179265-03,OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.CCN[C@@H]1C[C@H](N)[C@@H](OC2OC(CN)=CCC2N)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O.CCN[C@@H]4C[C@H](N)[C@@H](OC5OC(CN)=CCC5N)[C@H](O)[C@H]4O[C@H]6OC[C@](C)(O)[C@H](NC)[C@H]6O
NCGC00015462-14,CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
NCGC00159365-04,CC(=O)OC1=CC=CC(C)=C1
NCGC00260103-01,CC(=C)CC(C)(C)C
NCGC00256507-01,NC(=S)NC1=CC=CC=C1
NCGC00260489-01,O=C1NNC2=C1C=CC=C2
NCGC00257674-01,O=CC1=CC=C2OCOC2=C1
NCGC00254860-01,CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O
NCGC00255446-01,FC1=CC=C(C=O)C=C1
NCGC00185990-04,NC(CO)(CO)CO.OC(=O)[C@@H]1CCN2C1=CC=C2C(=O)C3=CC=CC=C3
NCGC00257922-01,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC
NCGC00260481-01,O=C1NC2=C(O1)C=CC=C2
NCGC00253991-01,O.[K+].NC(=O)C1=NC(=N[N-]1)C2=CC=CC(=C2)C3=CC(F)=CC=C3OCC(F)(F)C(F)(F)F
NCGC00256783-01,[Na+].[Na+].[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COP([O-])([O-])=O)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C
NCGC00259437-01,OC(C(=O)C1=CC=CC=C1)C2=CC=CC=C2
NCGC00254888-01,CCCCNC(=S)NCCCC
NCGC00259048-01,ClC1=C(Cl)C(Cl)=C(Cl)C=C1
NCGC00259834-01,OP(O)(O)=O
NCGC00260156-01,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
NCGC00260078-01,C=CC1=CC=C(C=C)C=C1
NCGC00024503-03,NCC(O)=O
NCGC00260451-01,CCOC(=O)CC(=O)C1=CC(F)=C(Cl)N=C1Cl
NCGC00258479-01,CC(=O)NC1=CC=CC=C1
NCGC00259683-01,BrC1=NC2=C(S1)C=CC=C2
NCGC00259175-01,CCCC[Sn](Cl)(CCCC)CCCC
NCGC00255197-01,C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C3=CC=CC=C3
NCGC00260373-01,CC(CC(Cl)=O)CC(C)(C)C
NCGC00259661-01,C1OC1C2=CC=CC=C2
NCGC00255892-01,CCCC(CN1C=NC=N1)C2=C(Cl)C=C(Cl)C=C2
NCGC00259572-01,ClCC(Cl)CCl
NCGC00257791-01,CC1(C)C2CCC1(C)C(=O)C2
NCGC00159368-05,CCCCCCCCCCCCCCCCO
NCGC00259773-01,NC1=C(Cl)C=C(C=C1)C2=CC(Cl)=C(N)C=C2
NCGC00257055-01,CCCCC(CC)C(Cl)=O
NCGC00258088-01,OC(=O)CC(O)=O
NCGC00274275-01,[H][C@]12CCC(C1)[C@@]3([H])CN(C[C@@]23[H])NC(=O)C4=CC(=C(Cl)C=C4)S(N)(=O)=O
NCGC00253953-01,OC1=C(Cl)C=C(Cl)C=C1
NCGC00255029-01,CON(C(=O)OC)C1=C(COC2=NN(C=C2)C3=CC=C(Cl)C=C3)C=CC=C1
NCGC00253671-01,CC1=C(C(Cl)=O)C(=NO1)C2=CC=CC=C2
NCGC00255670-01,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(C)=CC(C)=N2
NCGC00255118-01,P#[In]
NCGC00256377-01,BrC1=NC2=C(S1)C=CC=C2
NCGC00254224-01,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC
NCGC00255278-01,CC(C)(CO)[N+]([O-])=O
NCGC00258127-01,CC(C)(C#N)C(C)(C)C#N
NCGC00091086-02,OCCCBr
NCGC00255415-01,O=C1NC2=NNC=C2C(=O)N1
NCGC00258298-01,CCN(C)N=O
NCGC00256880-01,CCOC(=O)COC1=CC=C(C)C=C1
NCGC00093350-05,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O
NCGC00256768-01,[Cl-].C(C1=CC=CC=C1)[N+]2=C3C=CC=CC3=CC=C2
NCGC00258978-01,BrCCBr
NCGC00254268-01,[As]#[In]
NCGC00256996-01,CO[Si](CCCNCCN)(OC)OC
NCGC00015957-06,OC(=O)\C=C/C(O)=O.OC(=O)\C=C/C(O)=O.C(CNC1=NC2=CC=CC=C2S1)COC3=CC(CN4CCCCC4)=CC=C3
NCGC00260528-01,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
NCGC00091888-09,CC1CC(CC(C)(C)C1)OC(=O)C2=C(O)C=CC=C2
NCGC00259913-01,CC1=CC=C(C=C1)S(O)(=O)=O
NCGC00255177-01,COP(=O)(OC)O\C(=C/Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1
NCGC00257958-01,CCC(C)Cl
NCGC00257605-01,CC(C=O)=CC1=CC=CC=C1
NCGC00259240-01,CCCCOC(=O)CC
NCGC00256293-01,CN(C1CCCCC1)S(=O)(=O)C2=CC=CC=C2N
NCGC00160682-02,CC(C)COC(=O)C1=CC=C(N)C=C1
NCGC00255318-01,[K+].[O-]C1=NC(=O)N(Cl)C(=O)N1Cl
NCGC00016382-07,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC2=CC=CC=C2
NCGC00260670-01,CC(C)C1=CC=CC(C(C)C)=C1O
NCGC00258695-01,BrC1=CC(Br)=C(OC2=C(Br)C=C(Br)C(Br)=C2)C=C1
NCGC00259713-01,CCCCCC(C)=O
NCGC00259797-01,ClC1=CC(=CC=C1)C2=CC(Cl)=CC(Cl)=C2
NCGC00258973-01,CCCCC(CC)COC(=O)\C=C/C(=O)OCC(CC)CCCC
NCGC00091517-06,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O
NCGC00257006-01,O=C1CCCCCCCCCCCN1
NCGC00254040-01,CN1C2=C(NC=N2)C(=O)N(C)C1=O
NCGC00254851-01,O[C@@H]1O[C@@H]2[C@@H](O)C(=O)O[C@@H]2[C@H]1O
NCGC00259037-01,COS([O-])(=O)=O.CN1C(=CC(C2=CC=CC=C2)=[N+]1C)C3=CC=CC=C3
NCGC00024842-05,CC1=C(CCCl)SC=N1
NCGC00257470-01,CCC(=O)C=CC
NCGC00258257-01,NC1=C(C=CC=C1)C(O)=O
NCGC00256028-01,COC(=O)NCCC[Si](OC)(OC)OC
NCGC00254092-01,O=C1OC2=C(C=CC=C2)C=C1
NCGC00258706-01,CCC(C)(C)OC
NCGC00255692-01,OC(=O)C1=CC(Br)=C(O)C(Br)=C1
NCGC00255038-01,CCCCCCC1CCOC1=O
NCGC00256016-01,COC1=CC(OC)=CC=C1
NCGC00257060-01,CC(C)=CCCC(C)(O)C=C
NCGC00258181-01,COC(C)(C)OC
NCGC00258775-01,ClC1=CC=CC=C1
NCGC00016532-07,CC1(C)OC(=O)NC1=O
NCGC00016055-16,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
NCGC00259755-01,O=C=NCCCCCCN=C=O
NCGC00015400-05,CSC1=CC=C(C=C1)C(=O)C2=C(C)NC(=O)N2
NCGC00256177-01,CN1C(O)C(O)N(C)C1=O
NCGC00255649-01,CC1CCC(CO)CC1
NCGC00260469-01,BrC1=C2C=CC=CC2=C(Br)C3=CC=CC=C13
NCGC00254523-01,ClC1C=CC2C1C3(Cl)C(Cl)=C(Cl)C2(Cl)C3(Cl)Cl
NCGC00258081-01,OC(=O)C1=CC(O)=CC=C1
NCGC00253967-01,[H][C@]3(COC1=CC=C(C=C1)N2CCN(CC2)C(C)=O)CO[C@@](CN4C=CN=C4)(O3)C5=CC=C(Cl)C=C5Cl
NCGC00254305-01,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
NCGC00159477-05,OC(=O)CC1=CC=CC=C1
NCGC00255667-01,[Na+].CC1=CC=C(C(C)=C1)S([O-])(=O)=O
NCGC00256476-01,CC(O)CNCC(C)O
NCGC00255274-01,CCCSSCCC
NCGC00257226-01,CCOC(=O)C1=C(N)C=CC=C1
NCGC00260081-01,CCCSC(Cl)=O
NCGC00259703-01,[Na+].[Na+].OC1=C(\N=N\C2=CC=CC=C2)C3=C(C=C(C=C3C=C1)S([O-])(=O)=O)S([O-])(=O)=O
NCGC00259711-01,CN1C=C(C2=CC=CC=C2)C(=O)C(=C1)C3=CC(=CC=C3)C(F)(F)F
NCGC00259993-01,OC1=CC=C(C=C1)[N+]([O-])=O
NCGC00016244-15,NNC(=O)C1=CC=NC=C1
NCGC00255419-01,[Na+].[O-]C(=O)C(Cl)Cl
NCGC00256493-01,Cl[C@H]1OCCO[C@@H]1Cl
NCGC00254835-01,NCC1=CC=CC=C1
NCGC00183270-01,[Na+].[O-]C(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O
NCGC00255658-01,CC(=O)OC1CCCCC1C(C)(C)C
NCGC00258121-01,CC1=CC=C2C(C=CC3=CC=CC=C23)=C1
NCGC00257920-01,CCNS(=O)(=O)C1=CC=C(C)C=C1
NCGC00255800-01,NCC1=CN=CC=C1
NCGC00094969-05,COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O
NCGC00254770-01,CCCOC\C(N1C=CN=C1)=N/C2=C(C=C(Cl)C=C2)C(F)(F)F
NCGC00091423-08,CC(=O)NC1=CC=CC(O)=C1
NCGC00178944-03,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C3=CC=CC=C3)C(O)=O
NCGC00253608-01,NS(=O)(=O)C1=CC2=C(CN(C3CCCCC3)C2=O)C=C1Cl
NCGC00254937-01,CO[Si](C)(C)OC
NCGC00255205-01,COC(N)=O
NCGC00254480-01,CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C3=CN=CC=C3
NCGC00257135-01,CCCCCNCCCCC
NCGC00258377-01,ClC1=C2C=CC=CC2=CC=C1
NCGC00256602-01,CC(C)C1=CC=C(CO)C=C1
NCGC00091575-03,CCCC(O)C(CC)CO
NCGC00182552-02,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC2=CC=C(C=C2)C3=NC=CC=C3)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
NCGC00164597-02,Cl.CCCN1CCCC[C@H]1C(=O)NC2=C(C)C=CC=C2C
NCGC00262921-01,[H][C@]1(O)C[C@]([H])(C)S(=O)(=O)C2=C1C=CS2
NCGC00021148-08,O[C@H]([C@@H](O)C(O)=O)C(O)=O.COCCC1=CC=C(OCC(O)CNC(C)C)C=C1.COCCC2=CC=C(OCC(O)CNC(C)C)C=C2
NCGC00253716-01,CC(=O)C1=CC=C(O)C(=C1)C(N)=O
NCGC00255925-01,CC1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O
NCGC00259696-01,OS(F)(=O)=O
NCGC00259438-01,OC1=CC(Cl)=CC=C1Cl
NCGC00015471-08,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1
NCGC00259881-01,COC1=C(C=C(C(=O)C2=CC=CC=C2)C(O)=C1)S(O)(=O)=O
NCGC00256937-01,CCCCCCCCCCCCCC(=O)OC(C)C
NCGC00095838-04,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1
NCGC00091396-05,OC(C(=O)C1=CC=CC=C1)C2=CC=CC=C2
NCGC00255004-01,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO
NCGC00016323-09,NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(Cl)N=N2
NCGC00258030-01,CC(C)(O)C1=CC=C(C=C1)C(C)(C)O
NCGC00256052-01,CCO[Si](CC(C)C)(OCC)OCC
NCGC00256779-01,[NH4+].O.O.O.[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]3(C)C2=CC(=O)[C@]4([H])[C@@]5(C)CC[C@H](O[C@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)C([O-])=O)C(O)=O)C(C)(C)[C@]5([H])CC[C@@]34C)C(O)=O
NCGC00182061-03,Cl.CCN(CCO)CCN1C(CC2=CC=CC=C2)=NC3=C1C(=O)N(C)C(=O)N3C
NCGC00259482-01,CCCCCC=O
NCGC00018249-05,CCOC1=CC=C2N=C(SC2=C1)S(N)(=O)=O
NCGC00015997-10,NCCS(O)(=O)=O
NCGC00257027-01,NC1=NC2=CC=CC=C2N1
NCGC00255541-01,C[Si](C)(O[Si](C)(C)C=C)C=C
NCGC00023654-13,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
NCGC00256299-01,CCC1(CO)COCOC1
NCGC00260497-01,CN1C=NC2=NC=NC(N)=C12
NCGC00258749-01,CCCCCCCCCCCCCCC(O)=O
NCGC00254392-01,CCCCCCCCCCCCCCC
NCGC00254566-01,COP(=S)(OC)OC1=CC(C)=C(SC)C=C1
NCGC00258712-01,CN\C(NCCSCC1=C(C)NC=N1)=N/C#N
NCGC00015191-13,CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O
NCGC00095792-03,CC1=C(O)C(=CC=C1)C(O)=O
NCGC00256963-01,CC(C)=C1CCC(C)=CC1
NCGC00255089-01,CN\C(NCC1=CN=C(Cl)S1)=N/[N+]([O-])=O
NCGC00258202-01,OC(=O)C=CC1=CC(O)=C(O)C=C1
NCGC00255580-01,CCCOC(=O)NCCCN(C)C
NCGC00254487-01,CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C
NCGC00257005-01,CCCCOP(=O)OCCCC
NCGC00258998-01,OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl
NCGC00255327-01,[Na+].CC(=O)NC1=C(I)C(C([O-])=O)=C(I)C(NC(C)=O)=C1I
NCGC00256183-01,CC(C)(C1CCC(O)CC1)C2CCC(O)CC2
NCGC00255926-01,NC1=NC(=O)NC=C1
NCGC00258587-01,CCOC(Cl)=O
NCGC00179456-04,[Br-].C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)C3=CC=CC=C3
NCGC00257102-01,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC
NCGC00256943-01,CCCC(O)C(CC)CO
NCGC00256777-01,CC(COCCO)OCCO
NCGC00091345-04,OC(=O)CCCCC(O)=O
NCGC00256929-01,CCCCCCCCCC(=O)OC
NCGC00178579-04,Cl.CCCCN1CCCC[C@H]1C(=O)NC2=C(C)C=CC=C2C
NCGC00256342-01,CNC(=S)N(C)C
NCGC00015096-17,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C3=CC=CC=C3O1
NCGC00253994-01,CC1=C(N)C=CC(=C1)N=NC2=C(C)C=CC=C2
NCGC00258532-01,OC(=O)C1=CC=CC(C(O)=O)=C1C(O)=O
NCGC00253958-01,CCCCCCCCC(O)=O
NCGC00257867-01,[H][C@]12CCC(C)=C1[C@@H](CC[C@H]2C)\C=C(/C)C(O)=O
NCGC00257607-01,ICCC1=CC=CC=C1
NCGC00259121-01,CCSC(=O)N1CCCCCC1
NCGC00257538-01,CC(C)(C)N
NCGC00256102-01,COC1=CC=C(N)C(=C1)[N+]([O-])=O
NCGC00253585-01,CC1CCCCN1CCCOC(=O)C2=CC=C(OC3CCCCC3)C=C2
NCGC00255859-01,[Na+].COS([O-])(=O)=O
NCGC00256806-01,CC(=O)CCC1=CC2=C(OCO2)C=C1
NCGC00256668-01,CC1CC(C)C(=O)C1=O
NCGC00256425-01,COC1=C(C=CC=C1)[N+]([O-])=O
NCGC00090952-07,CC(C)(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2
NCGC00016026-10,Cl.COC1=CC2=NC(=NC(N)=C2C=C1OC)N3CCN(CC3)C(=O)C4CCCO4
NCGC00259112-01,CC(C)OC(=O)COC1=C(Cl)C=C(Cl)C=C1
NCGC00263479-01,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]4([H])[C@@]2([H])C=CC5=CC(=O)CC[C@]45C
NCGC00344539-01,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)CC4=CC=C(Cl)C(Cl)=C4
NCGC00257205-01,CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O
NCGC00254822-01,CN(C)NC(=O)CCC(O)=O
NCGC00255585-01,CC1=CC(=O)CCC1
NCGC00259841-01,ClC(Cl)(Cl)Br
NCGC00259006-01,CCC12COCN1COC2
NCGC00256923-01,CCCC1CCC(=O)O1
NCGC00016446-11,CC1=NC=C(N1CCO)[N+]([O-])=O
NCGC00094990-04,CC(=O)NCCCCCC(O)=O
NCGC00259143-01,CC1=CC=C(C=C1)S(N)(=O)=O
NCGC00259383-01,CCC1=NC(N)=NC(N)=C1C2=CC=C(Cl)C=C2
NCGC00091586-02,BrC1=C(C=CC=C1)C2=CC=CC=C2
NCGC00258456-01,[Na+].[O-][N+](=O)C1=CC(=CC=C1)S([O-])(=O)=O
NCGC00259659-01,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
NCGC00025357-04,[O-][N+](=O)OCCNC(=O)C1=CN=CC=C1
NCGC00259897-01,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)CCC3=C)[C@H](C)\C=C\[C@H](C)C(C)C
NCGC00260139-01,S=C1NC=NC2=C1N=CN2
NCGC00255577-01,CC1=CC=C(Cl)C=C1Cl
NCGC00255477-01,[K+].[O-]C(=O)CC1=C2C=CC=CC2=CC=C1
NCGC00256516-01,[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O
NCGC00249894-01,OP(O)(=O)OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00259404-01,CC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O
NCGC00258642-01,CC(=O)C(Cl)Cl
NCGC00182851-02,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)C=C[C@]34C
NCGC00160445-02,CC(C)C(Br)C(=O)NC(N)=O
NCGC00259667-01,OP(O)(=O)CCCl
NCGC00260378-01,O.Cl.Cl.[H][C@@]12CC3=C(C(O)=C(O)C=C3)C4=C1C(CCN2C)=CC=C4.[H][C@@]56CC7=C(C(O)=C(O)C=C7)C8=C5C(CCN6C)=CC=C8
NCGC00259708-01,CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O
NCGC00258721-01,OC1=CC=CC=C1C(=O)C2=C(O)C=CC=C2
NCGC00258069-01,[Na+].O=C1[N-]S(=O)(=O)C2=CC=CC=C12
NCGC00260518-01,O=C1C2=CC=CC=C2CCC3=C1C=CC=C3
NCGC00254976-01,N#CCNCC#N
NCGC00015766-13,CC1=CC(=C(O)C(C)=C1CC2=NCCN2)C(C)(C)C
NCGC00259921-01,CC1=C(N)C=CC(CC2=CC(C)=C(N)C=C2)=C1
NCGC00259890-01,NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O
NCGC00258744-01,CCC(=O)\C=C\C1C(C)=CCCC1(C)C
NCGC00258961-01,OC1=CC=CC=C1Cl
NCGC00162218-05,Cl.CCC1=C(C)NC2=C1C(=O)C(CN3CCOCC3)CC2
NCGC00256683-01,O=CCCC1=CC=CC=C1
NCGC00094854-07,NC(=O)NC1NC(=O)NC1=O
NCGC00262966-01,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N2CC3=C(C[C@@]2([H])C(O)=O)C=C(OC)C(OC)=C3
NCGC00256945-01,CC(C)OC=O
NCGC00257780-01,N#CCCSCCC#N
NCGC00255817-01,NCCOCCN
NCGC00024894-08,CCCOC1=CC=CC=C1C2=NC3=C(N=NN3)C(=O)N2
NCGC00257551-01,CC(C)CCCO
NCGC00255123-01,CC[C@@H]([C@@H](CC)C1=CC=C(O)C=C1)C2=CC=C(O)C=C2
NCGC00164567-02,Cl.[H][C@@]12CCCC[C@]1([H])C(=O)N(CCCCN3CCN(CC3)C4=NSC5=C4C=CC=C5)C2=O
NCGC00256432-01,NC(=O)C1=CC=CN=C1
NCGC00257697-01,ClS(=O)(=O)C1=CC=CC=C1
NCGC00256027-01,[Ba++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O
NCGC00256866-01,CCCC(C)C(=O)OCC
NCGC00260331-01,O=[Mo](=O)=O
NCGC00254301-01,CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(O)=O
NCGC00015099-11,CC(C)NCC(O)COC1=C(CC=C)C=CC=C1
NCGC00255392-01,CCC(CC)NC1=CC(C)=C(C)C=C1
NCGC00255624-01,FC1=C(CCl)C(Cl)=CC=C1
NCGC00255948-01,[Na+].CCCCCCCCCCCCCOS([O-])(=O)=O
NCGC00260354-01,[H]\C(OCC)=C1\N=C(OC1=O)C2=CC=CC=C2
NCGC00257084-01,CCOP(=S)(OCC)OP(=S)(OCC)OCC
NCGC00255448-01,CNC(=O)OC1=CC=CC(=C1)C(C)C
NCGC00259249-01,OC(=O)C1=C(C=CC=C1)C(C2=CC=C(O)C=C2)C3=CC=C(O)C=C3
NCGC00253920-01,CCN(CC)CCO
NCGC00018171-06,[Br-].C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(C3=CC=CC=C3)C4=CC=CC=C4
NCGC00160458-02,CCNC(=O)NCC1=CC(Cl)=CC=C1
NCGC00256169-01,CO[Si](CCCN1C(=O)N(CCC[Si](OC)(OC)OC)C(=O)N(CCC[Si](OC)(OC)OC)C1=O)(OC)OC
NCGC00257957-01,[Na+].CCN(CC)C([S-])=S
NCGC00023100-08,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC(=O)[C@@]3([H])[C@@]2([H])CC[C@@]4([H])C[C@H](O)CC[C@]34C
NCGC00178395-04,Cl.CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00256852-01,[Na+].CC(C)(CO)[C@@H](O)C(=O)NCCC([O-])=O
NCGC00256373-01,[O-][N+](=O)C1=C2C=CC=CC2=CC=C1
NCGC00254898-01,COC(=O)\C=C/C(=O)OC
NCGC00255337-01,CCCC\C=C/CCCCCCCCCC=O
NCGC00255929-01,CC1(C)[C@H](\C=C2/CCSC2=O)[C@@H]1C(=O)OCC3=COC(CC4=CC=CC=C4)=C3
NCGC00258777-01,CCSC(Cl)=O
NCGC00255662-01,CCCCC(CC)COC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1
NCGC00259630-01,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
NCGC00258933-01,CCCCCCCCCCC=C
NCGC00257346-01,CC(C)CC(=O)OCC=C
NCGC00256222-01,[H]C(=O)CCC1=CC=C(C=C1)C(C)(C)C
NCGC00261968-01,CC(C)(C)NCC(O)COC1=C(OCC2CCCO2)C=CC=C1
NCGC00021679-07,C(CNCC1=CC=CC=C1)NCC2=CC=CC=C2.[H][C@]34SC(C)(C)[C@@H](N3C(=O)[C@@]4([H])NC(=O)CC5=CC=CC=C5)C(O)=O.[H][C@]67SC(C)(C)[C@@H](N6C(=O)[C@@]7([H])NC(=O)CC8=CC=CC=C8)C(O)=O
NCGC00257282-01,CC1(C)C2CCC(C)(C2)C1O
NCGC00255772-01,CCOC(=O)CC(=O)CCl
NCGC00259386-01,CN(C)P(=O)(N(C)C)N(C)C
NCGC00256062-01,CCCOC(=O)C1=CC=CC=C1
NCGC00257921-01,COC(=O)C(C)=C
NCGC00015131-05,Cl.Cl.CCN1CCC2=C(CC1)N=C(N)O2
